Batch ID,BatchType,Time (h),Temperature(T:K),pH(pH:pH),Dissolved oxygen concentration(DO2:mg/L),Agitator RPM(RPM:RPM),carbon dioxide percent in off-gas(CO2outgas:%),Oxygen in percent in off-gas(O2:O2  (%)),Vessel Volume(V:L),Sugar feed rate(Fs:L/h),Penicillin concentration(P:g/L)
23.0,Recipe driven approach,247.0,297.93,6.4909,11.669,100,1.4829,0.19226,77013,80,33.99
23.0,Recipe driven approach,247.2,298.24,6.4934,11.692,100,1.4832,0.19228,77081,80,33.989
23.0,Recipe driven approach,247.4,298.08,6.4996,11.74,100,1.4836,0.19237,77150,80,33.989
23.0,Recipe driven approach,247.6,297.93,6.5069,11.727,100,1.4839,0.19234,77219,80,33.988
23.0,Recipe driven approach,247.8,298.07,6.5122,11.712,100,1.4842,0.19224,77287,80,33.987
23.0,Recipe driven approach,248.0,297.95,6.5137,11.731,100,1.4845,0.19227,77355,80,33.987
23.0,Recipe driven approach,248.2,298.2,6.5086,11.694,100,1.4848,0.19214,77422,80,33.987
23.0,Recipe driven approach,248.4,298.06,6.5006,11.672,100,1.4852,0.19206,77488,80,33.987
23.0,Recipe driven approach,248.6,297.93,6.4937,11.678,100,1.4855,0.19205,77554,80,33.987
23.0,Recipe driven approach,248.8,298.03,6.4893,11.658,100,1.4858,0.19198,77621,80,33.987
23.0,Recipe driven approach,249.0,297.92,6.4887,11.634,100,1.4862,0.19196,77688,80,33.987
23.0,Recipe driven approach,249.2,298.13,6.4944,11.658,100,1.4867,0.19195,77757,80,33.987
23.0,Recipe driven approach,249.4,298.0,6.5016,11.649,100,1.4871,0.19189,77826,80,33.986
23.0,Recipe driven approach,249.6,297.89,6.509,11.626,100,1.4876,0.19175,77895,80,33.985
23.0,Recipe driven approach,249.8,297.97,6.5151,11.632,100,1.4881,0.19177,77964,80,33.984
23.0,Recipe driven approach,250.0,297.87,6.5139,11.569,100,1.4886,0.19159,78031,80,33.984
23.0,Recipe driven approach,250.2,298.13,6.535,10.208,100,1.5902,0.18791,77356,80,34.005
23.0,Recipe driven approach,250.4,298.05,6.5391,10.133,100,1.5878,0.18738,76677,80,34.026
23.0,Recipe driven approach,250.6,297.99,6.5203,10.036,100,1.5755,0.18727,75996,80,34.048
23.0,Recipe driven approach,250.8,297.94,6.4954,10.002,100,1.5622,0.18731,75313,80,34.071
23.0,Recipe driven approach,251.0,298.08,6.4757,10.029,100,1.5488,0.18756,74632,80,34.094
23.0,Recipe driven approach,251.2,298.04,6.4694,10.021,100,1.5354,0.18777,73952,80,34.115
23.0,Recipe driven approach,251.4,297.99,6.4792,10.057,100,1.522,0.18807,73275,80,34.134
23.0,Recipe driven approach,251.6,297.96,6.5003,10.086,100,1.5086,0.18837,72600,80,34.152
23.0,Recipe driven approach,251.8,297.94,6.5208,10.041,100,1.4953,0.18851,71925,80,34.168
23.0,Recipe driven approach,252.0,298.02,6.5322,9.9648,100,1.4822,0.18857,71249,80,34.18
23.0,Recipe driven approach,252.2,298.0,6.4975,9.8795,100,1.478,0.18843,71262,80,34.194
23.0,Recipe driven approach,252.4,297.98,6.4678,9.8863,100,1.4785,0.1884,71275,80,34.21
23.0,Recipe driven approach,252.6,297.97,6.4559,9.9422,100,1.4793,0.1885,71292,80,34.227
23.0,Recipe driven approach,252.8,297.95,6.463,10.005,100,1.4801,0.18863,71311,80,34.242
23.0,Recipe driven approach,253.0,297.94,6.4825,10.064,100,1.4809,0.18876,71334,80,34.257
23.0,Recipe driven approach,253.2,297.98,6.5049,10.13,100,1.4817,0.18897,71359,80,34.272
23.0,Recipe driven approach,253.4,297.96,6.5237,10.108,100,1.4824,0.18886,71383,80,34.288
23.0,Recipe driven approach,253.6,297.95,6.5356,10.083,100,1.483,0.18885,71405,80,34.305
23.0,Recipe driven approach,253.8,297.98,6.537,10.013,100,1.4836,0.1887,71425,80,34.324
23.0,Recipe driven approach,254.0,297.97,6.5233,9.9367,100,1.4842,0.18849,71441,80,34.345
23.0,Recipe driven approach,254.2,297.97,6.5012,9.8742,100,1.4848,0.18834,71456,80,34.367
23.0,Recipe driven approach,254.4,297.96,6.4804,9.8469,100,1.4854,0.18834,71471,80,34.388
23.0,Recipe driven approach,254.6,297.96,6.4726,9.9292,100,1.486,0.18856,71488,80,34.41
23.0,Recipe driven approach,254.8,297.95,6.4778,10.023,100,1.4865,0.18886,71507,80,34.43
23.0,Recipe driven approach,255.0,297.94,6.4915,10.043,100,1.487,0.18898,71527,80,34.449
23.0,Recipe driven approach,255.2,297.96,6.5063,10.013,100,1.4875,0.18884,71549,80,34.468
23.0,Recipe driven approach,255.4,297.95,6.5175,10.006,100,1.488,0.1889,71570,80,34.487
23.0,Recipe driven approach,255.6,297.94,6.5226,9.9641,100,1.4885,0.18881,71590,80,34.507
23.0,Recipe driven approach,255.8,297.96,6.521,9.9754,100,1.489,0.18885,71608,80,34.527
23.0,Recipe driven approach,256.0,297.96,6.5127,9.9055,100,1.4894,0.18871,71625,80,34.549
23.0,Recipe driven approach,256.2,297.95,6.5001,9.8892,100,1.4899,0.18868,71640,80,34.571
23.0,Recipe driven approach,256.4,297.95,6.4877,9.8579,100,1.4903,0.18871,71656,80,34.592
23.0,Recipe driven approach,256.6,297.97,6.4832,9.8663,100,1.4908,0.18869,71673,80,34.613
23.0,Recipe driven approach,256.8,297.96,6.489,9.8947,100,1.4912,0.18878,71691,80,34.634
23.0,Recipe driven approach,257.0,297.95,6.5005,9.8648,100,1.4917,0.18864,71711,80,34.653
23.0,Recipe driven approach,257.2,297.97,6.5112,9.8588,100,1.4922,0.18868,71730,80,34.673
23.0,Recipe driven approach,257.4,297.96,6.5182,9.8756,100,1.4927,0.18876,71748,80,34.693
23.0,Recipe driven approach,257.6,297.95,6.5172,9.8384,100,1.4931,0.18865,71766,80,34.713
23.0,Recipe driven approach,257.8,297.97,6.5088,9.8063,100,1.4935,0.18868,71782,80,34.734
23.0,Recipe driven approach,258.0,297.96,6.4955,9.7341,100,1.494,0.18846,71797,80,34.755
23.0,Recipe driven approach,258.2,297.96,6.4857,9.7141,100,1.4945,0.18834,71813,80,34.776
23.0,Recipe driven approach,258.4,297.95,6.4854,9.7597,100,1.4949,0.18835,71830,80,34.796
23.0,Recipe driven approach,258.6,297.97,6.4926,9.7821,100,1.4953,0.18842,71848,80,34.815
23.0,Recipe driven approach,258.8,297.96,6.5025,9.7969,100,1.4958,0.18852,71867,80,34.834
23.0,Recipe driven approach,259.0,297.95,6.5094,9.7898,100,1.4962,0.18858,71886,80,34.853
23.0,Recipe driven approach,259.2,297.96,6.5129,9.7783,100,1.4966,0.18859,71904,80,34.873
23.0,Recipe driven approach,259.4,297.95,6.5099,9.7512,100,1.497,0.18854,71921,80,34.892
23.0,Recipe driven approach,259.6,297.94,6.5031,9.7677,100,1.4973,0.18864,71938,80,34.912
23.0,Recipe driven approach,259.8,297.96,6.4968,9.7559,100,1.4977,0.18863,71954,80,34.932
23.0,Recipe driven approach,260.0,297.95,6.4914,9.7342,100,1.498,0.18857,71971,80,34.951
23.0,Recipe driven approach,260.2,298.0,6.4916,9.7182,100,1.4984,0.18845,71989,80,34.97
23.0,Recipe driven approach,260.4,297.98,6.4969,9.6978,100,1.4987,0.18842,72007,80,34.989
23.0,Recipe driven approach,260.6,297.96,6.5037,9.6989,100,1.4991,0.18843,72026,80,35.008
23.0,Recipe driven approach,260.8,297.94,6.5103,9.7086,100,1.4995,0.18845,72045,80,35.026
23.0,Recipe driven approach,261.0,297.96,6.5133,9.7343,100,1.4998,0.18855,72062,80,35.045
23.0,Recipe driven approach,261.2,297.95,6.5086,9.6979,100,1.5001,0.18856,72079,80,35.064
23.0,Recipe driven approach,261.4,297.99,6.5014,9.6804,100,1.5004,0.18857,72096,80,35.083
23.0,Recipe driven approach,261.6,297.97,6.4947,9.6385,100,1.5008,0.18853,72112,80,35.102
23.0,Recipe driven approach,261.8,297.96,6.4906,9.6584,100,1.5011,0.18862,72129,80,35.121
23.0,Recipe driven approach,262.0,297.94,6.4917,9.6515,100,1.5014,0.18864,72146,80,35.139
23.0,Recipe driven approach,262.2,297.96,6.4984,9.7143,100,1.5017,0.18881,72165,80,35.157
23.0,Recipe driven approach,262.4,297.94,6.5078,9.7125,100,1.502,0.18886,72183,80,35.175
23.0,Recipe driven approach,262.6,297.98,6.5147,9.6709,100,1.5023,0.18877,72202,80,35.193
23.0,Recipe driven approach,262.8,297.96,6.5159,9.6808,100,1.5026,0.18882,72219,80,35.211
23.0,Recipe driven approach,263.0,297.94,6.5105,9.6882,100,1.5028,0.18897,72234,80,35.23
23.0,Recipe driven approach,263.2,297.96,6.5028,9.7298,100,1.503,0.18902,72250,80,35.247
23.0,Recipe driven approach,263.4,297.94,6.4938,9.6779,100,1.5031,0.18894,72265,80,35.266
23.0,Recipe driven approach,263.6,298.0,6.4904,9.7815,100,1.5032,0.18924,72280,80,35.282
23.0,Recipe driven approach,263.8,297.97,6.4941,9.7653,100,1.5033,0.18923,72297,80,35.299
23.0,Recipe driven approach,264.0,297.94,6.502,9.7739,100,1.5034,0.18924,72314,80,35.315
28.0,Recipe driven approach,0.2,297.85,6.4778,14.641,100,0.090193,0.22112,58176,8,0.001
28.0,Recipe driven approach,0.4,297.94,6.4769,14.62,100,0.10304,0.20964,58175,8,0.00099949
28.0,Recipe driven approach,0.6,297.92,6.4875,14.605,100,0.10735,0.20686,58177,8,0.00099894
28.0,Recipe driven approach,0.8,298.06,6.5026,14.581,100,0.10995,0.20605,58180,8,0.00099838
28.0,Recipe driven approach,1.0,298.0,6.5146,14.556,100,0.11228,0.2057,58183,8,0.00099781
28.0,Recipe driven approach,1.2,297.96,6.5196,14.519,100,0.11464,0.20537,58185,8,0.00099727
28.0,Recipe driven approach,1.4,297.94,6.5153,14.498,100,0.1171,0.20519,58185,8,0.00099675
28.0,Recipe driven approach,1.6,298.0,6.5038,14.475,100,0.11967,0.20502,58184,8,0.00099626
28.0,Recipe driven approach,1.8,297.98,6.491,14.444,100,0.12238,0.20481,58183,8,0.00099576
28.0,Recipe driven approach,2.0,297.96,6.4831,14.414,100,0.12522,0.20458,58183,8,0.00099525
28.0,Recipe driven approach,2.2,297.96,6.4831,14.395,100,0.12819,0.20445,58184,8,0.00099471
28.0,Recipe driven approach,2.4,297.96,6.4889,14.36,100,0.13128,0.20421,58187,8,0.00099416
28.0,Recipe driven approach,2.6,297.97,6.5002,14.33,100,0.13451,0.20399,58190,8,0.00099358
28.0,Recipe driven approach,2.8,297.98,6.5099,14.291,100,0.13787,0.2037,58194,8,0.000993
28.0,Recipe driven approach,3.0,297.99,6.5166,14.252,100,0.14137,0.20341,58197,8,0.00099244
28.0,Recipe driven approach,3.2,298.0,6.5156,14.218,100,0.14501,0.20317,58200,15,0.00099187
28.0,Recipe driven approach,3.4,298.01,6.5072,14.184,100,0.14879,0.20295,58202,15,0.00099133
28.0,Recipe driven approach,3.6,298.02,6.4968,14.142,100,0.15274,0.20266,58204,15,0.00099079
28.0,Recipe driven approach,3.8,298.03,6.4883,14.104,100,0.15684,0.2024,58206,15,0.00099024
28.0,Recipe driven approach,4.0,298.04,6.4844,14.06,100,0.16111,0.20211,58209,15,0.00098968
28.0,Recipe driven approach,4.2,298.04,6.4888,13.998,100,0.16556,0.20178,58213,15,0.00098909
28.0,Recipe driven approach,4.4,298.05,6.498,13.954,100,0.17019,0.20147,58219,15,0.00098848
28.0,Recipe driven approach,4.6,298.06,6.5072,13.899,100,0.17498,0.20109,58224,15,0.00098788
28.0,Recipe driven approach,4.8,298.06,6.5112,13.849,100,0.17995,0.20074,58229,15,0.00098728
28.0,Recipe driven approach,5.0,298.07,6.5097,13.788,100,0.18511,0.20034,58234,15,0.00098669
28.0,Recipe driven approach,5.2,298.07,6.5039,13.712,100,0.19047,0.19979,58236,15,0.00098614
28.0,Recipe driven approach,5.4,298.08,6.4958,13.649,100,0.19604,0.19933,58239,15,0.00098558
28.0,Recipe driven approach,5.6,298.08,6.4881,13.591,100,0.20183,0.19894,58242,15,0.00098502
28.0,Recipe driven approach,5.8,298.09,6.4865,13.519,100,0.20787,0.19849,58246,15,0.00098444
28.0,Recipe driven approach,6.0,298.09,6.4903,13.46,100,0.21414,0.19809,58251,15,0.00098384
28.0,Recipe driven approach,6.2,298.09,6.4966,13.393,100,0.22064,0.19768,58257,15,0.00098323
28.0,Recipe driven approach,6.4,298.09,6.5039,13.32,100,0.2274,0.19722,58263,15,0.00098261
28.0,Recipe driven approach,6.6,298.09,6.5102,13.24,100,0.23441,0.19669,58270,15,0.00098199
28.0,Recipe driven approach,6.8,298.1,6.5113,13.157,100,0.24167,0.19615,58275,15,0.00098139
28.0,Recipe driven approach,7.0,298.1,6.5073,13.097,100,0.24919,0.1958,58280,15,0.0009808
28.0,Recipe driven approach,7.2,298.1,6.5002,13.012,100,0.257,0.19533,58284,15,0.00098022
28.0,Recipe driven approach,7.4,298.11,6.4935,12.932,100,0.2651,0.19484,58288,15,0.00097964
28.0,Recipe driven approach,7.6,298.11,6.49,12.851,100,0.27348,0.19438,58293,15,0.00097905
28.0,Recipe driven approach,7.8,298.1,6.4893,12.754,100,0.28218,0.19381,58299,15,0.00097844
28.0,Recipe driven approach,8.0,298.11,6.4923,12.645,100,0.29121,0.19312,58306,15,0.00097782
28.0,Recipe driven approach,8.2,298.1,6.4947,12.788,100,0.23352,0.19683,58313,15,0.00097718
28.0,Recipe driven approach,8.4,298.1,6.4993,12.685,100,0.2333,0.19698,58321,15,0.00097654
28.0,Recipe driven approach,8.6,298.1,6.5035,12.574,100,0.23979,0.19652,58329,15,0.00097589
28.0,Recipe driven approach,8.8,298.12,6.5059,12.473,100,0.24726,0.19607,58337,15,0.00097525
28.0,Recipe driven approach,9.0,298.14,6.5055,12.357,100,0.25509,0.1955,58345,15,0.00097462
28.0,Recipe driven approach,9.2,298.15,6.5022,12.239,100,0.26322,0.1949,58352,15,0.00097399
28.0,Recipe driven approach,9.4,298.16,6.4956,12.111,100,0.27163,0.19426,58360,15,0.00097336
28.0,Recipe driven approach,9.6,298.16,6.4907,11.971,100,0.28037,0.19354,58367,15,0.00097272
28.0,Recipe driven approach,9.8,298.15,6.4876,11.863,100,0.2894,0.19301,58376,15,0.00097207
28.0,Recipe driven approach,10.0,298.14,6.488,11.749,100,0.29869,0.19243,58385,15,0.0009714
28.0,Recipe driven approach,10.2,298.14,6.4911,11.657,100,0.3082,0.19188,58396,15,0.00097072
28.0,Recipe driven approach,10.4,298.14,6.4967,11.651,100,0.31781,0.1916,58407,15,0.00097002
28.0,Recipe driven approach,10.6,298.1,6.5117,12.28,100,0.32707,0.19303,58419,15,0.00096932
28.0,Recipe driven approach,10.8,297.99,6.5444,12.85,100,0.33409,0.19707,58430,15,0.00096864
28.0,Recipe driven approach,11.0,297.9,6.5678,12.823,100,0.33977,0.19784,58438,15,0.00096803
28.0,Recipe driven approach,11.2,298.51,6.5605,12.797,100,0.34525,0.19787,58441,15,0.00096749
28.0,Recipe driven approach,11.4,298.31,6.5341,12.755,100,0.35071,0.19769,58441,15,0.00096701
28.0,Recipe driven approach,11.6,298.16,6.4932,12.734,100,0.35614,0.19757,58438,15,0.00096661
28.0,Recipe driven approach,11.8,298.06,6.4611,12.711,100,0.36155,0.19745,58437,15,0.00096627
28.0,Recipe driven approach,12.0,298.0,6.4534,12.693,100,0.36695,0.19739,58438,15,0.000966
28.0,Recipe driven approach,12.2,298.0,6.4625,12.282,100,0.37295,0.19588,58447,30,0.00096536
28.0,Recipe driven approach,12.4,298.0,6.4846,12.268,100,0.37954,0.19552,58458,30,0.00096467
28.0,Recipe driven approach,12.6,298.01,6.5121,13.094,100,0.38619,0.19542,58471,30,0.00096396
28.0,Recipe driven approach,12.8,298.03,6.5357,13.046,100,0.39285,0.19529,58483,30,0.00096327
28.0,Recipe driven approach,13.0,298.04,6.5477,13.022,100,0.39953,0.19521,58492,30,0.00096262
28.0,Recipe driven approach,13.2,298.06,6.5356,12.986,100,0.4062,0.19512,58497,30,0.00096204
28.0,Recipe driven approach,13.4,298.07,6.5029,12.967,100,0.41286,0.19505,58500,30,0.0009615
28.0,Recipe driven approach,13.6,298.06,6.4719,12.899,100,0.41954,0.19475,58503,30,0.00096095
28.0,Recipe driven approach,13.8,298.05,6.4597,12.884,100,0.42624,0.19466,58508,30,0.00096037
28.0,Recipe driven approach,14.0,298.03,6.4709,12.866,100,0.43292,0.19457,58516,30,0.00095974
28.0,Recipe driven approach,14.2,298.02,6.4919,12.834,100,0.43959,0.19446,58527,30,0.00095906
28.0,Recipe driven approach,14.4,298.01,6.5141,12.808,100,0.44628,0.19436,58538,30,0.00095838
28.0,Recipe driven approach,14.6,298.0,6.5321,12.773,100,0.45295,0.19417,58548,30,0.00095772
28.0,Recipe driven approach,14.8,297.99,6.5382,12.731,100,0.45963,0.19405,58556,30,0.0009571
28.0,Recipe driven approach,15.0,297.99,6.5235,12.7,100,0.46632,0.19394,58561,30,0.00095652
28.0,Recipe driven approach,15.2,297.99,6.4947,12.641,100,0.47303,0.19366,58565,30,0.00095598
28.0,Recipe driven approach,15.4,297.99,6.4723,12.647,100,0.47971,0.1937,58568,30,0.00095543
28.0,Recipe driven approach,15.6,297.99,6.4671,12.626,100,0.48638,0.1937,58575,30,0.00095485
28.0,Recipe driven approach,15.8,298.0,6.4783,12.624,100,0.49302,0.19373,58583,30,0.00095425
28.0,Recipe driven approach,16.0,297.99,6.4976,12.603,100,0.49963,0.19366,58594,30,0.00095366
28.0,Recipe driven approach,16.2,298.09,6.4946,11.247,100,0.50796,0.18911,58614,75,0.00095284
28.0,Recipe driven approach,16.4,298.17,6.4896,11.163,100,0.51807,0.18766,58634,75,0.00095201
28.0,Recipe driven approach,16.6,298.2,6.4887,11.127,100,0.5285,0.18731,58656,75,0.00095117
28.0,Recipe driven approach,16.8,298.22,6.4904,11.085,100,0.539,0.18717,58678,75,0.0009503
28.0,Recipe driven approach,17.0,298.21,6.4938,11.02,100,0.54953,0.18695,58701,75,0.00094943
28.0,Recipe driven approach,17.2,298.22,6.4983,10.966,100,0.56012,0.18681,58725,75,0.00094855
28.0,Recipe driven approach,17.4,298.21,6.5028,10.901,100,0.57078,0.18662,58749,75,0.00094766
28.0,Recipe driven approach,17.6,298.21,6.507,10.872,100,0.58149,0.1865,58773,75,0.00094678
28.0,Recipe driven approach,17.8,298.2,6.5108,10.803,100,0.59222,0.18625,58797,75,0.00094591
28.0,Recipe driven approach,18.0,298.2,6.5125,10.782,100,0.60295,0.18618,58819,75,0.00094505
28.0,Recipe driven approach,18.2,298.16,6.5125,10.772,100,0.61364,0.1862,58841,75,0.0009442
28.0,Recipe driven approach,18.4,298.12,6.5101,10.705,100,0.62431,0.18602,58862,75,0.00094338
28.0,Recipe driven approach,18.6,298.11,6.5063,10.634,100,0.63505,0.18581,58882,75,0.00094256
28.0,Recipe driven approach,18.8,298.1,6.5017,10.556,100,0.64588,0.18556,58902,75,0.00094175
28.0,Recipe driven approach,19.0,298.11,6.4968,10.542,100,0.65675,0.18555,58922,75,0.00094095
28.0,Recipe driven approach,19.2,298.09,6.4941,10.499,100,0.66762,0.18548,58942,75,0.00094014
28.0,Recipe driven approach,19.4,298.09,6.4951,10.544,100,0.67839,0.18572,58963,75,0.00093932
28.0,Recipe driven approach,19.6,298.06,6.4967,10.533,100,0.68905,0.18578,58984,75,0.00093849
28.0,Recipe driven approach,19.8,298.06,6.4997,10.499,100,0.69967,0.18576,59006,75,0.00093766
28.0,Recipe driven approach,20.0,298.07,6.5031,10.454,100,0.71028,0.18558,59027,75,0.00093683
28.0,Recipe driven approach,20.2,298.19,6.477,9.3059,100,0.57042,0.18614,59064,150,0.00093576
28.0,Recipe driven approach,20.4,298.26,6.453,9.1297,100,0.57308,0.18537,59102,150,0.00093466
28.0,Recipe driven approach,20.6,298.27,6.4382,9.093,100,0.58436,0.18523,59145,150,0.00093349
28.0,Recipe driven approach,20.8,298.24,6.429,9.0258,100,0.59623,0.18507,59192,150,0.00093225
28.0,Recipe driven approach,21.0,298.22,6.4225,8.959,100,0.60822,0.18491,59245,150,0.00093092
28.0,Recipe driven approach,21.2,298.22,6.4186,8.9358,100,0.62027,0.18482,59305,150,0.00092949
28.0,Recipe driven approach,21.4,298.2,6.4159,8.8924,100,0.63236,0.18475,59371,150,0.00092796
28.0,Recipe driven approach,21.6,298.16,6.414,8.8505,100,0.64451,0.18466,59441,150,0.00092638
28.0,Recipe driven approach,21.8,298.12,6.4117,8.7341,100,0.65675,0.18434,59510,150,0.00092481
28.0,Recipe driven approach,22.0,298.08,6.4093,8.6259,100,0.66913,0.18401,59580,150,0.00092324
28.0,Recipe driven approach,22.2,298.07,6.4073,8.5615,100,0.68161,0.18383,59649,150,0.00092168
28.0,Recipe driven approach,22.4,298.07,6.4049,8.4159,100,0.69421,0.18336,59719,150,0.00092012
28.0,Recipe driven approach,22.6,298.07,6.4027,8.332,100,0.70694,0.18307,59788,150,0.00091856
28.0,Recipe driven approach,22.8,298.04,6.4021,8.339,100,0.71966,0.18306,59858,150,0.00091701
28.0,Recipe driven approach,23.0,298.02,6.4014,8.2474,100,0.73237,0.18287,59927,150,0.00091547
28.0,Recipe driven approach,23.2,298.02,6.4008,8.2101,100,0.74514,0.1829,59997,150,0.00091393
28.0,Recipe driven approach,23.4,298.02,6.4016,8.2391,100,0.75782,0.183,60066,150,0.00091239
28.0,Recipe driven approach,23.6,298.02,6.4033,8.2373,100,0.7704,0.18302,60136,150,0.00091085
28.0,Recipe driven approach,23.8,298.01,6.4039,8.1312,100,0.78299,0.18279,60205,150,0.00090932
28.0,Recipe driven approach,24.0,298.02,6.4052,8.1231,100,0.79559,0.18269,60275,150,0.0009078
28.0,Recipe driven approach,24.2,297.71,6.4472,11.751,100,0.80318,0.19338,60321,30,0.023459
28.0,Recipe driven approach,24.4,299.24,6.4868,11.719,100,0.80779,0.19454,60366,30,0.048412
28.0,Recipe driven approach,24.6,298.56,6.5221,11.707,100,0.81221,0.19465,60411,30,0.073635
28.0,Recipe driven approach,24.8,298.1,6.5539,11.699,100,0.81655,0.19459,60455,30,0.099204
28.0,Recipe driven approach,25.0,297.84,6.5787,11.53,100,0.82086,0.19402,60477,30,0.12499
28.0,Recipe driven approach,25.2,298.76,6.5878,12.292,100,0.82513,0.19381,60489,30,0.15099
28.0,Recipe driven approach,25.4,298.37,6.5664,12.222,100,0.82939,0.19363,60495,30,0.17746
28.0,Recipe driven approach,25.6,298.08,6.5248,12.191,100,0.83363,0.19352,60498,30,0.20433
28.0,Recipe driven approach,25.8,297.91,6.4771,12.178,100,0.83779,0.19346,60500,30,0.23177
28.0,Recipe driven approach,26.0,298.59,6.4478,12.158,100,0.84195,0.19349,60503,30,0.25925
28.0,Recipe driven approach,26.2,298.32,6.4472,12.173,100,0.84609,0.19358,60510,30,0.28708
28.0,Recipe driven approach,26.4,298.12,6.4668,12.175,100,0.85023,0.1936,60522,30,0.3149
28.0,Recipe driven approach,26.6,297.99,6.4921,12.145,100,0.85439,0.19357,60537,30,0.34282
28.0,Recipe driven approach,26.8,297.95,6.5151,12.118,100,0.85858,0.1935,60552,30,0.37093
28.0,Recipe driven approach,27.0,298.42,6.5318,12.088,100,0.86277,0.19346,60566,30,0.3993
28.0,Recipe driven approach,27.2,298.29,6.5437,12.067,100,0.86693,0.19346,60578,30,0.4278
28.0,Recipe driven approach,27.4,298.18,6.5414,12.028,100,0.87107,0.19338,60586,30,0.45672
28.0,Recipe driven approach,27.6,298.11,6.52,11.987,100,0.87518,0.19329,60591,30,0.48583
28.0,Recipe driven approach,27.8,298.06,6.4899,11.939,100,0.87929,0.19312,60595,30,0.51524
28.0,Recipe driven approach,28.0,298.03,6.4698,11.934,100,0.88337,0.19314,60600,30,0.54491
28.0,Recipe driven approach,28.2,298.03,6.4658,11.692,100,0.88778,0.19258,60608,37,0.57299
